source_row,learning_name,platform,modality,languages,link,final_url,ok,status_code,checked_at_utc,error
102,COVID-19 Simulation Exercises Packages,Webpage,toolkit,English,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/training/simulation-exercise,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/training/simulation-exercise,true,200,2026-01-29T09:30:53.774259+00:00,
103,COVID-19: Putting on and Taking off Personal Protective Equipment (PPE),Virtual campus for public health,online,Spanish,https://www.campusvirtualsp.org/es/node/29023,https://campus.paho.org/es/curso/covid-19-como-ponerse-y-quitarse-el-equipo-de-proteccion-personal-epp-2020,true,200,2026-01-29T09:30:54.012513+00:00,
104,COVID-19: risk communication and community engagement,OpenWHO,online,"English, Ukrainian",https://openwho.org/playlist/dedicated/529855/0_bth07gtj/0_wlhik4bk,https://openwho.org/playlist/dedicated/529855/0_bth07gtj/0_wlhik4bk,true,200,2026-01-29T09:30:55.266420+00:00,
105,Early Warning and Response Training,,in_person,English,,,false,,2026-01-29T09:30:55.650424+00:00,empty url
106,"Ebola - Entry Screening at Ports, Airports and Land Crossings",HSLP,online,English,https://extranet.who.int/hslp/training/enrol/index.php?id=103,https://extranet.who.int/hslp/training/enrol/index.php?id=103,false,,2026-01-29T09:30:55.650424+00:00,"HTTPSConnectionPool(host='extranet.who.int', port=443): Read timed out. (read timeout=20.0)"
107,"Ebola - Exit Screening at Ports, Airports and Land Crossings",HSLP,online,English,https://extranet.who.int/hslp/training/enrol/index.php?id=98,https://extranet.who.int/hslp/training/enrol/index.php?id=98,false,,2026-01-29T09:33:02.884729+00:00,"HTTPSConnectionPool(host='extranet.who.int', port=443): Read timed out. (read timeout=20.0)"
108,Ebola and Marburg diseases screening and treatment center design,OpenWHO,online,English,https://openwho.org/playlist/dedicated/536527/0_rt7m1knx/0_j68o40ng,https://openwho.org/playlist/dedicated/536527/0_rt7m1knx/0_j68o40ng,true,200,2026-01-29T09:35:10.138857+00:00,
109,Clinical management of Ebola virus disease,OpenWHO,online,English,https://openwho.org/media/Ebola%20Module%201%3A%20Screening%20and%20triage%3A%20Recognize%20suspect%20patients%20with%20Ebola%20early/0_guwpwaxh/536527,https://openwho.org/media/Ebola%20Module%201%3A%20Screening%20and%20triage%3A%20Recognize%20suspect%20patients%20with%20Ebola%20early/0_guwpwaxh/536527,true,200,2026-01-29T09:35:10.784108+00:00,
110,Emergency Preparedness and IHR Compliance Simulation,WHO Academy,online,English,https://web-staging.lxp.academy.who.int/coursewares/course-v1:WHOA+0019_EPIC_EN+2024?from=discovery&source=edX,https://whoacademy.org/coursewares/course-v1:WHOA+0019_EPIC_EN+2024?from=discovery&source=edX,true,200,2026-01-29T09:35:11.122360+00:00,
111,"Emerging respiratory viruses, including COVID-19: methods of detection, prevention, response, and control",Virtual campus for public health,online,Spanish,https://www.campusvirtualsp.org/es/node/28738,https://campus.paho.org/es/curso/virus-respiratorios-emergentes-incluido-el-2019-ncov-metodos-de-deteccion-prevencion-respuesta,true,200,2026-01-29T09:35:11.512690+00:00,
112,ePROTECT Respiratory Infections: Occupational Health and Safety (COVID-19),Virtual campus for public health,online,Spanish,https://www.campusvirtualsp.org/es/node/28882,https://campus.paho.org/es/curso/curso-cerrado-eprotect-infecciones-respiratorias-salud-y-seguridad-ocupacional-2020-covid-19,true,200,2026-01-29T09:35:12.795307+00:00,
113,EVD - GO Package,HSLP,toolkit,English,https://extranet.who.int/hslp/content/evd-go-package,https://extranet.who.int/hslp/content/evd-go-package,true,200,2026-01-29T09:35:13.756699+00:00,
114,EVD Preparedness Training Package (WHO Regional Office for Africa – version1),HSLP,toolkit,"English, French, Portuguese",https://extranet.who.int/hslp/content/evd-training-package-1,https://extranet.who.int/hslp/content/evd-training-package-1,true,200,2026-01-29T09:35:15.905430+00:00,
115,EVD Rapid Response Teams Training Package,HSLP,toolkit,"English, French",https://extranet.who.int/hslp/content/evd-rrt-training-package,https://extranet.who.int/hslp/content/evd-rrt-training-package,true,200,2026-01-29T09:35:16.784388+00:00,
116,EVD Training Package - gCHV Training on EBOLA Flipbook and IPC,HSLP,toolkit,English,https://extranet.who.int/hslp/content/training-package-2,https://extranet.who.int/hslp/content/training-package-2,true,200,2026-01-29T09:35:17.865035+00:00,
117,EVD Training Package - Providing Safe Care in the Community,HSLP,toolkit,English,https://extranet.who.int/hslp/content/training-package-3,https://extranet.who.int/hslp/content/training-package-3,true,200,2026-01-29T09:35:18.674482+00:00,
118,Event Information Site for National IHR Focal Points (EIS),HSLP,online,English,https://extranet.who.int/hslp/training/course/index.php?categoryid=32,https://extranet.who.int/hslp/training/course/index.php?categoryid=32,false,,2026-01-29T09:35:19.504386+00:00,"HTTPSConnectionPool(host='extranet.who.int', port=443): Read timed out. (read timeout=20.0)"
119,Event Management at Points of Entry,HSLP,online,English,https://extranet.who.int/hslp/training/course/index.php?categoryid=33,https://extranet.who.int/hslp/training/course/index.php?categoryid=33,false,,2026-01-29T09:37:26.723619+00:00,"HTTPSConnectionPool(host='extranet.who.int', port=443): Read timed out. (read timeout=20.0)"
120,Facilitation skills for workshops and trainings (ToT),,in_person,English,,,false,,2026-01-29T09:39:33.994682+00:00,empty url
121,Fast Track Training on Public Health Emergencies,,blended,English,,,false,,2026-01-29T09:39:33.994682+00:00,empty url
122,Global Laboratory Leadership Programme Learning Package,HSLP,toolkit,English,https://extranet.who.int/hslp/gllp,https://extranet.who.int/hslp/gllp,true,200,2026-01-29T09:39:33.994682+00:00,
123,Go.Data: Building additional dashboards in Power BI,OpenWHO,online,English,https://openwho.org/playlist/dedicated/502240/0_rwrsmdul/0_6fjycl0h,https://openwho.org/playlist/dedicated/502240/0_rwrsmdul/0_6fjycl0h,true,200,2026-01-29T09:39:35.549696+00:00,
124,GOARN Outbreak Response Leadership Training,GOARN,blended,English,https://goarn.who.int/handbook,https://goarn.who.int/handbook,true,200,2026-01-29T09:39:36.172014+00:00,
125,GOARN Outbreak Response Scenario Training,GOARN,in_person,English,https://goarn.who.int/handbook/annex9,https://goarn.who.int/handbook/annex9,true,200,2026-01-29T09:39:36.447157+00:00,
126,Infection prevention and control for COVID-19 in health care and community settings,OpenWHO,online,English,https://openwho.org/playlist/dedicated/521973/0_h5hxtqyg/0_j4iv6bgk,https://openwho.org/playlist/dedicated/521973/0_h5hxtqyg/0_j4iv6bgk,true,200,2026-01-29T09:39:36.629601+00:00,
127,Influenza prevention and control,OpenWHO,online,"Arabic, Albanian, Chinese, English, French, Portuguese, Spanish, Russian",https://openwho.org/playlist/dedicated/501679/0_xor51fug/0_jbf659cx,https://openwho.org/playlist/dedicated/501679/0_xor51fug/0_jbf659cx,true,200,2026-01-29T09:39:37.014542+00:00,
128,PHEOC intermediate and advanced courses,,in_person,English,,,false,,2026-01-29T09:39:37.574320+00:00,empty url
129,Simulation Exercise Management: Introduction,OpenWHO,online,English,https://openwho.org/playlist/dedicated/500867/0_sz4szoxc/0_qkklla2u,https://openwho.org/playlist/dedicated/500867/0_sz4szoxc/0_qkklla2u,true,200,2026-01-29T09:39:37.574320+00:00,
130,Six steps for sustainable implementation of national action plans on antimicrobial resistance,WHO Academy,online,"English, French, Spanish",https://web-staging.lxp.academy.who.int/coursewares/course-v1:WHOAcademy-Hosted+H0042EN+H0042EN_Q4_2024?source=edX,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0042EN+H0042EN_Q4_2024?source=edX,true,200,2026-01-29T09:39:38.044155+00:00,
131,"SocialNet: Empowering communities before, during, and after an infectious disease outbreak",OpenWHO,online,"Arabic, Chinese, English, French, Russian, Spanish",https://openwho.org/playlist/dedicated/501691/0_gu0eoh5o/0_udh6fa42,https://openwho.org/playlist/dedicated/501691/0_gu0eoh5o/0_udh6fa42,true,200,2026-01-29T09:39:38.335419+00:00,
132,WHO Simulation Exercise Management Training,iLearn,online,English,https://who.csod.com/ui/lms-learning-details/app/course/01ac7d5d-5d87-4c89-8fd0-99998c806a50,https://who.csod.com/login/render.aspx?id=defaultclp&ReturnUrl=https%3A%2F%2Fwho.csod.com%2Fui%2Flms-learning-details%2Fapp%2Fcourse%2F01ac7d5d-5d87-4c89-8fd0-99998c806a50,true,200,2026-01-29T09:39:38.872475+00:00,
133,Introduction to the International Health Regulations Monitoring and Evaluation Framework,WHO Academy,online,English,https://web-staging.lxp.academy.who.int/coursewares/course-v1:WHOA+0093_IHRME_EN+2024?source=edX,https://whoacademy.org/coursewares/course-v1:WHOA+0093_IHRME_EN+2024?source=edX,true,200,2026-01-29T09:39:39.792282+00:00,
134,"Leadership and programme management in infection prevention and control module, Trainers guide",,toolkit,English,https://cdn.who.int/media/docs/default-source/integrated-health-services-(ihs)/core-components/trainer-guide.pdf?sfvrsn=aa7f38b1_4&download=true,https://cdn.who.int/media/docs/default-source/integrated-health-services-(ihs)/core-components/trainer-guide.pdf?sfvrsn=aa7f38b1_4&download=true,true,200,2026-01-29T09:39:39.943775+00:00,
135,Infection prevention and control measures in health-care settings for Ebola or Marburg disease outbreaks,OpenWHO,online,English,https://openwho.org/playlist/dedicated/521973/0_qv81s96r/0_w6xwueg3,https://openwho.org/playlist/dedicated/521973/0_qv81s96r/0_w6xwueg3,true,200,2026-01-29T09:39:40.243811+00:00,
136,Prevention of surgical site infection (SSI) – December 2018 update,Webpage,toolkit,English,https://www.who.int/teams/integrated-health-services/infection-prevention-control/ipc-training-resources#ssi,https://www.who.int/teams/integrated-health-services/infection-prevention-control/ipc-training-resources#ssi,true,200,2026-01-29T09:39:40.740100+00:00,
137,Prevention of catheter-associated urinary tract infections (CAUTI),Webpage,toolkit,English,https://www.who.int/teams/integrated-health-services/infection-prevention-control/ipc-training-resources#CAUTI,https://www.who.int/teams/integrated-health-services/infection-prevention-control/ipc-training-resources#CAUTI,true,200,2026-01-29T09:39:40.926939+00:00,
138,Standard precautions: Injection safety and needle-stick injury management,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0113EN+2025_Q1,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0113EN+2025_Q1,true,200,2026-01-29T09:39:41.131467+00:00,
139,IPC to combat AMR in health care settings: trainer guide,Webpage,toolkit,English,https://www.who.int/teams/integrated-health-services/infection-prevention-control/ipc-and-antimicrobial-resistance,https://www.who.int/teams/integrated-health-services/infection-prevention-control/ipc-and-antimicrobial-resistance,true,200,2026-01-29T09:39:41.238456+00:00,
140,Clinical management of respiratory diphtheria,OpenWHO,online,English,https://openwho.org/media/Diphtheria%20Module%204%3A%20Infection%20Prevention%20and%20Control%20(IPC)/0_jqyyet8x/536512,https://openwho.org/media/Diphtheria%20Module%204%3A%20Infection%20Prevention%20and%20Control%20(IPC)/0_jqyyet8x/536512,true,200,2026-01-29T09:39:41.440910+00:00,
141,Measles outbreak training,OpenWHO,online,"English, Spanish, Ukrainian",https://openwho.org/playlist/dedicated/542027/0_ad0vqtxk/0_mzwkn3v5,https://openwho.org/playlist/dedicated/542027/0_ad0vqtxk/0_mzwkn3v5,true,200,2026-01-29T09:39:41.792687+00:00,
142,Water and Sanitation for Health Facility Improvement Tool (WASH FIT) for improved quality of care,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0046EN+H0046EN_Q4_2024?from=discovery&source=edX,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0046EN+H0046EN_Q4_2024?from=discovery&source=edX,true,200,2026-01-29T09:39:42.168879+00:00,
143,My Five Moments of Hands Hygiene,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOA+0018_MFM_EN+2022?from=discovery&source=edX,https://whoacademy.org/coursewares/course-v1:WHOA+0018_MFM_EN+2022?from=discovery&source=edX,true,200,2026-01-29T09:39:42.283360+00:00,
144,Antimicrobial Resistance in the environment: key concepts and interventions,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0049EN+H0049EN_Q4_2024?from=discovery&source=edX,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0049EN+H0049EN_Q4_2024?from=discovery&source=edX,true,200,2026-01-29T09:39:42.422229+00:00,
145,Standard precautions: Waste management,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0109EN+2025_Q1?source=edX,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0109EN+2025_Q1?source=edX,true,200,2026-01-29T09:39:42.522067+00:00,
146,Standard precautions: Hand hygiene,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0108EN+2025_Q1?source=edX,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0108EN+2025_Q1?source=edX,true,200,2026-01-29T09:39:42.687434+00:00,
147,Decontamination and sterilization of medical devices,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0110EN+2025_Q1,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0110EN+2025_Q1,true,200,2026-01-29T09:39:42.808491+00:00,
148,Transmission-based Precautions,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0114EN+2025_Q1,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0114EN+2025_Q1,true,200,2026-01-29T09:39:42.927988+00:00,
149,Ready4Response Tier 3: Activation process,OpenWHO,online,English,https://openwho.org/playlist/dedicated/494536/0_aylkqv61/0_o9y26qzb,https://openwho.org/playlist/dedicated/494536/0_aylkqv61/0_o9y26qzb,true,200,2026-01-29T09:39:43.039923+00:00,
150,Infection Prevention and Control in Maternal and Neonatal Care,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0100EN_Q4_2024+2024_Q4?from=discovery&source=edX,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0100EN_Q4_2024+2024_Q4?from=discovery&source=edX,true,200,2026-01-29T09:39:43.527246+00:00,
151,Prevention of vascular catheters-associated bloodstream infections,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0099EN+H0099EN_Q4_2024,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0099EN+H0099EN_Q4_2024,true,200,2026-01-29T09:39:43.625348+00:00,
152,Antimicrobial resistance and infection prevention and control,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0098EN+H0098EN_Q4_2024?from=discovery&source=edX,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0098EN+H0098EN_Q4_2024?from=discovery&source=edX,true,200,2026-01-29T09:39:43.737724+00:00,
153,Public Health Emergency Operations Centre (PHEOC),OpenWHO,online,"Chinese, English, French, Macedonian, Portuguese, Spanish, Russian, Ukrainian",https://openwho.org/emergencymgmt/577192/Public+Health+Emergency+Operations+Centre,https://openwho.org/emergencymgmt/577192/Public+Health+Emergency+Operations+Centre,true,200,2026-01-29T09:39:43.870714+00:00,
154,Module 1: Introduction to vSHOC,iLearn,online,English,https://who.csod.com/ui/lms-learning-details/app/course/4b567b8d-b6b8-4fd7-abdd-5365dab37ea2,https://who.csod.com/login/render.aspx?id=defaultclp&ReturnUrl=https%3A%2F%2Fwho.csod.com%2Fui%2Flms-learning-details%2Fapp%2Fcourse%2F4b567b8d-b6b8-4fd7-abdd-5365dab37ea2,true,200,2026-01-29T09:39:49.017761+00:00,
155,Module 2: vSHOC Training for Advanced Users,iLearn,online,English,https://who.csod.com/ui/lms-learning-details/app/course/3fec7503-ee30-4804-9d43-0d7db8ed4155,https://who.csod.com/login/render.aspx?id=defaultclp&ReturnUrl=https%3A%2F%2Fwho.csod.com%2Fui%2Flms-learning-details%2Fapp%2Fcourse%2F3fec7503-ee30-4804-9d43-0d7db8ed4155,true,200,2026-01-29T09:39:49.472654+00:00,
156,Module 3: vSHOC Emergency Human Resources,iLearn,online,English,https://who.csod.com/ui/lms-learning-details/app/course/5a7d5d19-5427-4456-b009-6b93d2636cba,https://who.csod.com/login/render.aspx?id=defaultclp&ReturnUrl=https%3A%2F%2Fwho.csod.com%2Fui%2Flms-learning-details%2Fapp%2Fcourse%2F5a7d5d19-5427-4456-b009-6b93d2636cba,true,200,2026-01-29T09:39:50.025348+00:00,
157,Introduction to Event Management System (EMS),iLearn,online,English,https://who.csod.com/ui/lms-learning-details/app/course/e5194f52-4d3f-4e71-9e86-26b788709135,https://who.csod.com/login/render.aspx?id=defaultclp&ReturnUrl=https%3A%2F%2Fwho.csod.com%2Fui%2Flms-learning-details%2Fapp%2Fcourse%2Fe5194f52-4d3f-4e71-9e86-26b788709135,true,200,2026-01-29T09:39:50.528178+00:00,
158,Data procedures in Event Management System (EMS),iLearn,online,English,https://who.csod.com/ui/lms-learning-details/app/course/3475ee5f-244e-438f-98d1-b1d5644e4800,https://who.csod.com/login/render.aspx?id=defaultclp&ReturnUrl=https%3A%2F%2Fwho.csod.com%2Fui%2Flms-learning-details%2Fapp%2Fcourse%2F3475ee5f-244e-438f-98d1-b1d5644e4800,true,200,2026-01-29T09:39:50.996797+00:00,
159,"EWARS in a box: electronic early warning, alert and response system implementation in emergencies",OpenWHO,online,English,https://openwho.org/playlist/dedicated/541847/0_zsd05l6v/0_och981pp,https://openwho.org/playlist/dedicated/541847/0_zsd05l6v/0_och981pp,true,200,2026-01-29T09:39:51.605416+00:00,
160,PHEOC Virtual TableTop Exercsie,,blended,"English, Russian, Arabic",,,false,,2026-01-29T09:39:52.191690+00:00,empty url
161,Virtual Course on Evaluation of Health Facilities using the Hospital Safety Index (HSIv2),Virtual campus for public health,online,English,https://campus.paho.org/en/course/health-facilities-assessment-using-hospital-safety-index,https://campus.paho.org/en/course/health-facilities-assessment-using-hospital-safety-index,true,200,2026-01-29T09:39:52.191690+00:00,
162,WHO Simulation Exercise management training course,,in_person,"English, Russian",,,false,,2026-01-29T09:39:52.740164+00:00,empty url
163,WHO IAR&AAR management course,,in_person,"English, Russian",,,false,,2026-01-29T09:39:52.740164+00:00,empty url
164,Strategic Risk Assessment training for National and Subnational Facilitators using the WHO STAR tool kit,,in_person,English,,,false,,2026-01-29T09:39:52.740164+00:00,empty url
165,Hospital Safety Index (HSI) Training,,in_person,English,,,false,,2026-01-29T09:39:52.740164+00:00,empty url
166,Mass Casualty Management Planning Workshop,,in_person,English,,,false,,2026-01-29T09:39:52.740164+00:00,empty url
167,Hospital Emergency Response Planning Workshop,,in_person,English,,,false,,2026-01-29T09:39:52.740164+00:00,empty url
168,NAPHS Training workshop,,in_person,English,,,false,,2026-01-29T09:39:52.740164+00:00,empty url
169,Introduction to PoE requirements under the IHR,,in_person,"English, Russian",,,false,,2026-01-29T09:39:52.740164+00:00,empty url
170,Assessment of core IHR public health capacities at PoE,,in_person,"English, Russian",,,false,,2026-01-29T09:39:52.740164+00:00,empty url
171,"Ship sanitation for the early detection, reporting and management of public health events particularly on board ships",,in_person,"English, Russian",,,false,,2026-01-29T09:39:52.740164+00:00,empty url
172,Development of a public health contingency plan for PoE,,in_person,"English, Russian",,,false,,2026-01-29T09:39:52.740164+00:00,empty url
173,Global competency standards for the provision of health services to refugees and migrants,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0125EN+2025_Q2,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0125EN+2025_Q2,true,200,2026-01-29T09:39:52.740164+00:00,
174,"Health Emergency Prevention, Preparedness, Response and Resilience (HEPR)",WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0089EN+2025_Q1?source=edX,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0089EN+2025_Q1?source=edX,true,200,2026-01-29T09:39:52.837995+00:00,
175,RCCE-IM for CBRN Preparedness and Response,,blended,"English, Slovakian",,,false,,2026-01-29T09:39:52.975310+00:00,empty url
176,RCCE-IM for Mass Gatherings,,blended,English,,,false,,2026-01-29T09:39:52.975310+00:00,empty url
177,Social Listening,,blended,English,,,false,,2026-01-29T09:39:52.975310+00:00,empty url
178,RCCE-IM in Epidemiology and Outbreak Response,,in_person,"English, Russian",,,false,,2026-01-29T09:39:52.975310+00:00,empty url
179,RCCE-IM for Community Health Workers,,in_person,English,,,false,,2026-01-29T09:39:52.975310+00:00,empty url
180,Community Health Workers Promoting COVID-19 Vaccination,Webpage,online,"English, Arabic",https://www.emro.who.int/courses/covid-19-vaccine/index.htm,https://www.emro.who.int/courses/covid-19-vaccine/index.htm,true,200,2026-01-29T09:39:52.975310+00:00,
181,Effective Online Training,,online,"English, Arabic",,,false,,2026-01-29T09:39:53.264109+00:00,empty url
182,Developing behaviour-based training curriculum,,online,English,,,false,,2026-01-29T09:39:53.264109+00:00,empty url
183,Supporting partners across the capacity-building continuum,,blended,English,,,false,,2026-01-29T09:39:53.264109+00:00,empty url
184,Developing behaviour-change-based messages,,blended,English,,,false,,2026-01-29T09:39:53.264109+00:00,empty url
185,"RCCE-IM in the university curricula in faculties of Medicine, Comms and Public Health",,blended,"English, Arabic",,,false,,2026-01-29T09:39:53.264109+00:00,empty url
186,Preventing rheumatic fever and rheumatic heart disease in the community,Webpage,online,"English, Arabic",https://www.emro.who.int/courses/preventing-rf-rhd/index.htm,https://www.emro.who.int/courses/preventing-rf-rhd/index.htm,true,200,2026-01-29T09:39:53.264109+00:00,
187,Open Source Fundamentals,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0068EN+2025_Q3?source=edX,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0068EN+2025_Q3?source=edX,true,200,2026-01-29T09:39:53.534294+00:00,
188,Outbreak investigations in health facilities,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0080EN+2025_Q1?from=discovery&source=edX,https://whoacademy.org/coursewares/course-v1:WHOAcademy-Hosted+H0080EN+2025_Q1?from=discovery&source=edX,true,200,2026-01-29T09:39:53.765727+00:00,
189,Health systems for health security,WHO Academy,online,English,https://whoacademy.org/coursewares/course-v1:WHOA+0079_HS_EN+2024?from=discovery&source=edX,https://whoacademy.org/coursewares/course-v1:WHOA+0079_HS_EN+2024?from=discovery&source=edX,true,200,2026-01-29T09:39:53.869879+00:00,
190,Virtual Course - Medical Coordination and Information Cells (CICOM),WHO Academy,online,"English, French, Portuguese, Spanish",https://whoacademy.org/coursewares/PAHO_VCPH_31285?source=gateway,https://whoacademy.org/coursewares/PAHO_VCPH_31285?source=gateway,true,200,2026-01-29T09:39:53.968451+00:00,
191,Psychological first aid (PFA) in emergency management (Primera ayuda psicológica (PAP) en el manejo de emergencias),WHO Academy,online,Spanish,https://whoacademy.org/coursewares/PAHO_VCPH_28927?source=gateway,https://whoacademy.org/coursewares/PAHO_VCPH_28927?source=gateway,true,200,2026-01-29T09:39:54.106259+00:00,
192,Prevention and Control of infections in health emergencies and disasters (Prevención y Control de Infecciones en emergencias de salud y desastres ),WHO Academy,online,Spanish,https://whoacademy.org/coursewares/PAHO_VCPH_100907?source=gateway,https://whoacademy.org/coursewares/PAHO_VCPH_100907?source=gateway,true,200,2026-01-29T09:39:54.247658+00:00,
193,Rapid Response Teams (RRT) Training Programme,OpenWHO,online,"English, French",https://openwho.org/channel/Rapid+Response+Teams+%28RRT%29+Training+Programme/606945,https://openwho.org/channel/Rapid+Response+Teams+%28RRT%29+Training+Programme/606945,true,200,2026-01-29T09:39:54.376687+00:00,
194,Defining an information environment assessment framework,OpenWHO,online,English,https://openwho.org/playlist/dedicated/499738/0_fpv6zcpi/0_eodu8xbe,https://openwho.org/playlist/dedicated/499738/0_fpv6zcpi/0_eodu8xbe,true,200,2026-01-29T09:39:54.995603+00:00,
195,,OpenWHO,online,"English, French",https://openwho.org/playlist/dedicated/503162/0_eh39zv4c/0_u7qyxu5y,https://openwho.org/playlist/dedicated/503162/0_eh39zv4c/0_u7qyxu5y,true,200,2026-01-29T09:39:55.383304+00:00,
196,Community First Aid Response Course,OpenWHO,online,English,https://openwho.org/playlist/dedicated/631540/0_yd58jxwl/0_8qdpylyv,https://openwho.org/playlist/dedicated/631540/0_yd58jxwl/0_8qdpylyv,true,200,2026-01-29T09:39:55.733344+00:00,
197,Cholera case management,OpenWHO,online,English,https://openwho.org/playlist/dedicated/493105/0_2ag4fqtv/0_s4gyb0h5,https://openwho.org/playlist/dedicated/493105/0_2ag4fqtv/0_s4gyb0h5,true,200,2026-01-29T09:39:56.223143+00:00,
